trial_type,object,rt,Answer.time_in_minutes,workerid,label,slide_number_in_experiment,response
adjective_ordering,spoon,2680,12.345833333333333,0,spoon_metal_clean,76,"
juio"
adjective_ordering,bottle,2926,12.345833333333333,0,bottle_plastic_small,77,"
kli'"
adjective_ordering,shorts,2189,12.345833333333333,0,shorts_wrinkled_green,78,"
sdf"
overinformativeness,knife,3370,12.345833333333333,0,knife_big_blue,79,"
sju"
adjective_ordering,man,2361,12.345833333333333,0,man_old_bearded,80,"
jiouy"
overinformativeness,pot,4495,12.345833333333333,0,pot_big_green,81,"
cooker"
overinformativeness,brush,4981,12.345833333333333,0,brush_big_blue,82,"
bytr'd"
adjective_ordering,cup,89656,12.345833333333333,0,cup_full_glass,83,"
bhdy"
adjective_ordering,man,21909,12.345833333333333,0,man_young_bald,84,"
mnsj"
overinformativeness,car,24721,12.345833333333333,0,car_big_blue,85,"
\]]]]]]]]]]"
adjective_ordering,shorts,5129,12.345833333333333,0,shorts_wet_red,86,"
kjif"
overinformativeness,mirror,6532,12.345833333333333,0,mirror_big_black,87,"
kji'g"
adjective_ordering,box,2224,12.345833333333333,0,box_closed_cardboard,88,"
gllg"
overinformativeness,tshirt,1345,12.345833333333333,0,tshirt_big_orange,89,"
ghg"
adjective_ordering,earring,960,12.345833333333333,0,earring_big_triangular,90,"
hhghg"
adjective_ordering,box,3927,12.345833333333333,0,box_open_wood,91,"
lkio'k"
overinformativeness,pants,5806,12.345833333333333,0,pants_big_pink,92,"
pion'y"
overinformativeness,socks,3361,12.345833333333333,0,socks_big_blue,93,"
l;ko;"
overinformativeness,key,4601,12.345833333333333,0,key_big_silver,94,"
lkigf"
overinformativeness,hat,3043,12.345833333333333,0,hat_big_pink,95,"
kedi"
overinformativeness,skirt,4414,12.345833333333333,0,skirt_big_green,96,"
jedrtgy"
adjective_ordering,shorts,3402,12.345833333333333,0,shorts_dry_green,97,"
hhhh"
overinformativeness,button,2168,12.345833333333333,0,button_big_green,98,"
fghfg"
overinformativeness,scissors,2846,12.345833333333333,0,scissors_big_green,99,"
gbfg"
adjective_ordering,earring,1945,12.345833333333333,0,earring_small_triangular,100,"
fghfg"
adjective_ordering,spoon,2088,12.345833333333333,0,spoon_wooden_dirty,101,"
gfyt"
overinformativeness,chair,2157,12.345833333333333,0,chair_big_yellow,102,"
jtyf"
adjective_ordering,table,1527,12.345833333333333,0,table_wood_low,103,"
gfhg"
adjective_ordering,hair,2344,12.345833333333333,0,hair_curly_blonde,104,"
btf"
overinformativeness,flower,2399,12.345833333333333,0,flower_big_yellow,105,"
fgjt"
adjective_ordering,bottle,8023,12.345833333333333,0,bottle_glass_big,106,"
bolor'"
adjective_ordering,cup,3679,12.345833333333333,0,cup_full_metal,107,"
dfgdf"
overinformativeness,umbrella,2376,12.345833333333333,0,umbrella_big_blue,108,"
fd"
overinformativeness,toothbrush,1606,12.345833333333333,0,toothbrush_big_green,109,"
df"
overinformativeness,hat,2812,12.345833333333333,0,hat_big_orange,110,"
gr"
overinformativeness,pot,1517,12.345833333333333,0,pot_big_blue,111,"
gr"
overinformativeness,button,1398,12.345833333333333,0,button_big_blue,112,"
rg"
overinformativeness,clock,1304,12.345833333333333,0,clock_big_purple,113,"
gr"
overinformativeness,apple,1240,12.345833333333333,0,apple_big_red,114,"
rg"
adjective_ordering,man,1702,12.345833333333333,0,man_young_bearded,115,"
rgr"
overinformativeness,binoculars,2022,12.345833333333333,0,binoculars_big_red,116,"
drg"
overinformativeness,car,1580,12.345833333333333,0,car_big_green,117,"
rg"
adjective_ordering,hair,1659,12.345833333333333,0,hair_straight_blond,118,"
rj"
adjective_ordering,bottle,1700,12.345833333333333,0,bottle_glass_small,119,"
rg"
adjective_ordering,woman,1771,12.345833333333333,0,woman_young_happy,120,"
drg"
overinformativeness,tie,4433,12.345833333333333,0,tie_big_red,121,"
drgd"
overinformativeness,lipstick,3176,12.345833333333333,0,lipstick_big_pink,122,"
ddd"
bot_check,Selin,0,14.483483333333334,1,,1,Selin
overinformativeness,lighter,6722,14.483483333333334,1,lighter_big_white,3,Cigar Lighter
overinformativeness,chair,17235,14.483483333333334,1,chair_big_blue,4,Plastic Chair
overinformativeness,lipstick,5945,14.483483333333334,1,lipstick_big_red,5,Lipstick
overinformativeness,book,5841,14.483483333333334,1,book_big_red,6,Book
adjective_ordering,pencil,2938,14.483483333333334,1,pencil_long_blue,7,Pencil
adjective_ordering,hair,39865,14.483483333333334,1,hair_curly_blonde,8,blonde Hair
adjective_ordering,spoon,4122,14.483483333333334,1,spoon_wooden_clean,9,Spoon
overinformativeness,cat,7787,14.483483333333334,1,cat_big_black,10,Black Cat
adjective_ordering,picture,3931,14.483483333333334,1,picture_bw_square,11,Frame
overinformativeness,car,5313,14.483483333333334,1,car_big_blue,12,Toy Car
overinformativeness,glasses,10241,14.483483333333334,1,glasses_big_blue,13,Eye Glass
adjective_ordering,pencil,4791,14.483483333333334,1,pencil_short_blue,14,Pencil
adjective_ordering,shorts,7957,14.483483333333334,1,shorts_wet_red,15,Trouser
overinformativeness,balloon,4473,14.483483333333334,1,balloon_big_yellow,16,Balloon
adjective_ordering,bottle,6569,14.483483333333334,1,bottle_plastic_small,17,Water Bottle
adjective_ordering,bottle,4409,14.483483333333334,1,bottle_glass_small,18,Bottle
overinformativeness,tie,2365,14.483483333333334,1,tie_big_red,19,Tie
overinformativeness,lock,2608,14.483483333333334,1,lock_big_gold,20,Lock
adjective_ordering,woman,4738,14.483483333333334,1,woman_old_sad,21,Women
overinformativeness,mirror,7948,14.483483333333334,1,mirror_big_white,22,Hand Mirror
adjective_ordering,cup,5943,14.483483333333334,1,cup_empty_glass,23,Glass Tumbler
adjective_ordering,box,6702,14.483483333333334,1,box_closed_cardboard,24,Cardboard Box
adjective_ordering,table,3803,14.483483333333334,1,table_metal_high,25,Table
adjective_ordering,box,4470,14.483483333333334,1,box_open_cardboard,26,Cardboard Box
overinformativeness,lock,7599,14.483483333333334,1,lock_big_silver,27,Lock
adjective_ordering,woman,10733,14.483483333333334,1,woman_old_happy,28,Woman
overinformativeness,apple,4199,14.483483333333334,1,apple_big_green,29,Green Apple
overinformativeness,bag,16561,14.483483333333334,1,bag_big_red,30,Back Bag
overinformativeness,pot,11030,14.483483333333334,1,pot_big_green,31,Hot Pan
adjective_ordering,shorts,5057,14.483483333333334,1,shorts_wet_green,32,Trouser
overinformativeness,pants,4044,14.483483333333334,1,pants_big_green,33,Pant
overinformativeness,key,2631,14.483483333333334,1,key_big_gold,34,Key
overinformativeness,tie,2409,14.483483333333334,1,tie_big_blue,35,Tie
overinformativeness,socks,3285,14.483483333333334,1,socks_big_green,36,Socks
overinformativeness,mirror,6140,14.483483333333334,1,mirror_big_black,37,Hand Mirror
adjective_ordering,picture,4669,14.483483333333334,1,picture_bw_rectangular,38,Frame
overinformativeness,skirt,19405,14.483483333333334,1,skirt_big_blue,39,Frock
overinformativeness,umbrella,5094,14.483483333333334,1,umbrella_big_blue,40,Umbrella
adjective_ordering,man,3036,14.483483333333334,1,man_old_bald,41,Man
overinformativeness,knife,2926,14.483483333333334,1,knife_big_blue,42,Knife
overinformativeness,brush,4318,14.483483333333334,1,brush_big_red,43,Paint Brush
overinformativeness,bag,8012,14.483483333333334,1,bag_big_blue,44,Back Bag
adjective_ordering,spoon,2748,14.483483333333334,1,spoon_wooden_dirty,45,Spoon
adjective_ordering,bottle,4294,14.483483333333334,1,bottle_plastic_big,46,Water Bottle
overinformativeness,binoculars,11377,14.483483333333334,1,binoculars_big_blue,47,Binocular 
overinformativeness,pepper,11693,14.483483333333334,1,pepper_big_green,48,Capsicum
overinformativeness,lighter,6281,14.483483333333334,1,lighter_big_black,49,Lighter
adjective_ordering,hair,6380,14.483483333333334,1,hair_curly_brown,50,Curly Hair
overinformativeness,flower,6823,14.483483333333334,1,flower_big_yellow,51,Sunflower
adjective_ordering,cup,4007,14.483483333333334,1,cup_empty_metal,52,Tumbler
overinformativeness,toothbrush,8432,14.483483333333334,1,toothbrush_big_green,53,Tooth Brush
adjective_ordering,hair,6971,14.483483333333334,1,hair_straight_brown,54,Long Hair
overinformativeness,lipstick,3163,14.483483333333334,1,lipstick_big_pink,55,Lipstick
overinformativeness,rosary,15359,14.483483333333334,1,rosary_big_blue,56,Necklace
adjective_ordering,bottle,2990,14.483483333333334,1,bottle_glass_big,57,Bottle
overinformativeness,rosary,3333,14.483483333333334,1,rosary_big_yellow,58,Necklace
adjective_ordering,man,2972,14.483483333333334,1,man_young_bearded,59,Man
adjective_ordering,cup,4768,14.483483333333334,1,cup_full_glass,60,Tea
adjective_ordering,man,2558,14.483483333333334,1,man_young_bald,61,Man
overinformativeness,cat,3721,14.483483333333334,1,cat_big_white,62,White Cat
adjective_ordering,cup,4116,14.483483333333334,1,cup_full_metal,63,Juice
overinformativeness,hat,9578,14.483483333333334,1,hat_big_pink,64,Cowboy Hat
adjective_ordering,spoon,4120,14.483483333333334,1,spoon_metal_clean,65,Spoon
adjective_ordering,hair,6167,14.483483333333334,1,hair_straight_blond,66,Long Hair
adjective_ordering,picture,4296,14.483483333333334,1,picture_colored_rectangular,67,Photo Frame
overinformativeness,chair,5763,14.483483333333334,1,chair_big_yellow,68,Plastic Chair
overinformativeness,button,3064,14.483483333333334,1,button_big_green,69,Button
adjective_ordering,earring,4899,14.483483333333334,1,earring_small_triangular,70,Earing
adjective_ordering,pencil,2730,14.483483333333334,1,pencil_long_black,71,Pencil
adjective_ordering,woman,4799,14.483483333333334,1,woman_young_happy,72,Woman
adjective_ordering,shorts,4679,14.483483333333334,1,shorts_wrinkled_red,73,Trouser
overinformativeness,book,2557,14.483483333333334,1,book_big_blue,74,Book
overinformativeness,glove,6127,14.483483333333334,1,glove_big_orange,75,Gloves
adjective_ordering,box,6108,14.483483333333334,1,box_closed_wood,76,Wooden Box
overinformativeness,pot,4759,14.483483333333334,1,pot_big_blue,77,Hot Pan
overinformativeness,scissors,3644,14.483483333333334,1,scissors_big_blue,78,Scissors
adjective_ordering,woman,8905,14.483483333333334,1,woman_young_sad,79,Crying Woman
overinformativeness,shoe,3841,14.483483333333334,1,shoe_big_yellow,80,Shoe
overinformativeness,clock,13695,14.483483333333334,1,clock_big_yellow,81,Clock
overinformativeness,umbrella,8254,14.483483333333334,1,umbrella_big_green,82,Umbrella
overinformativeness,apple,2436,14.483483333333334,1,apple_big_red,83,Apple
overinformativeness,balloon,3546,14.483483333333334,1,balloon_big_pink,84,Balloon
adjective_ordering,table,3298,14.483483333333334,1,table_metal_low,85,Table
overinformativeness,glasses,5806,14.483483333333334,1,glasses_big_red,86,Eye Glass
overinformativeness,socks,2835,14.483483333333334,1,socks_big_blue,87,Scoks
adjective_ordering,earring,3309,14.483483333333334,1,earring_big_round,88,Earing
adjective_ordering,shorts,3237,14.483483333333334,1,shorts_dry_green,89,Trouser
overinformativeness,brush,4219,14.483483333333334,1,brush_big_blue,90,Paint Brush
overinformativeness,pepper,8501,14.483483333333334,1,pepper_big_red,91,Red Capsicum
overinformativeness,shoe,2506,14.483483333333334,1,shoe_big_pink,92,Shoe
adjective_ordering,table,6899,14.483483333333334,1,table_wood_low,93,Wooden Table
overinformativeness,dress,12561,14.483483333333334,1,dress_big_blue,94,Women Outfit
overinformativeness,binoculars,8747,14.483483333333334,1,binoculars_big_red,95,Binocular
adjective_ordering,earring,3183,14.483483333333334,1,earring_big_triangular,96,Earing
adjective_ordering,table,4528,14.483483333333334,1,table_wood_high,97,Wooden Table
adjective_ordering,shorts,3109,14.483483333333334,1,shorts_dry_red,98,Trouser
adjective_ordering,man,2182,14.483483333333334,1,man_old_bearded,99,Man
overinformativeness,toothbrush,3729,14.483483333333334,1,toothbrush_big_purple,100,Toothbrush
overinformativeness,scissors,3789,14.483483333333334,1,scissors_big_green,101,Scissor
overinformativeness,glove,2945,14.483483333333334,1,glove_big_green,102,Gloves
adjective_ordering,pencil,2426,14.483483333333334,1,pencil_short_black,103,Pencil
adjective_ordering,picture,6404,14.483483333333334,1,picture_colored_square,104,Photo Frame
overinformativeness,hat,5094,14.483483333333334,1,hat_big_orange,105,Cowboy Hat
overinformativeness,tshirt,16247,14.483483333333334,1,tshirt_big_orange,106,T-Shirt
adjective_ordering,box,8839,14.483483333333334,1,box_open_wood,107,Wooden Box
overinformativeness,clock,2906,14.483483333333334,1,clock_big_purple,108,Clock
overinformativeness,button,3434,14.483483333333334,1,button_big_blue,109,Button
overinformativeness,key,2189,14.483483333333334,1,key_big_silver,110,key
adjective_ordering,shorts,2744,14.483483333333334,1,shorts_wrinkled_green,111,Trouser
overinformativeness,ball,4092,14.483483333333334,1,ball_big_purple,112,Ball
overinformativeness,knife,3053,14.483483333333334,1,knife_big_red,113,Knife
adjective_ordering,spoon,3028,14.483483333333334,1,spoon_metal_dirty,114,Spoon
overinformativeness,dress,6265,14.483483333333334,1,dress_big_green,115,Woman outfit
overinformativeness,ball,3174,14.483483333333334,1,ball_big_yellow,116,Ball
overinformativeness,car,2962,14.483483333333334,1,car_big_green,117,Car
overinformativeness,tshirt,5538,14.483483333333334,1,tshirt_big_yellow,118,T-Shirt
overinformativeness,flower,5051,14.483483333333334,1,flower_big_pink,119,Flower
overinformativeness,pants,2818,14.483483333333334,1,pants_big_pink,120,Pant
adjective_ordering,earring,4875,14.483483333333334,1,earring_small_round,121,Earing
overinformativeness,skirt,2863,14.483483333333334,1,skirt_big_green,122,Frock
bot_check,Melis,0,34.442166666666665,2,,1,Melis
overinformativeness,scissors,76652,34.442166666666665,2,scissors_big_green,3,"
makas"
overinformativeness,apple,29232,34.442166666666665,2,apple_big_red,4,elma
overinformativeness,tie,16906,34.442166666666665,2,tie_big_blue,5,kravat
adjective_ordering,bottle,33147,34.442166666666665,2,bottle_glass_big,6,şişe
adjective_ordering,shorts,35208,34.442166666666665,2,shorts_wrinkled_green,7,pantolon
overinformativeness,shoe,15628,34.442166666666665,2,shoe_big_yellow,8,"
ayakkabı"
overinformativeness,rosary,28917,34.442166666666665,2,rosary_big_yellow,9,"
çelenk"
overinformativeness,pants,21196,34.442166666666665,2,pants_big_green,10,pantolon
overinformativeness,scissors,5248,34.442166666666665,2,scissors_big_blue,11,makas
adjective_ordering,woman,32238,34.442166666666665,2,woman_old_happy,12,"
yaşlı kadın"
overinformativeness,glasses,13076,34.442166666666665,2,glasses_big_red,13,"
gözlük"
overinformativeness,mirror,41733,34.442166666666665,2,mirror_big_white,14,ayna
overinformativeness,toothbrush,15255,34.442166666666665,2,toothbrush_big_green,15,diş fırçası
overinformativeness,knife,16171,34.442166666666665,2,knife_big_blue,16,bıçak
adjective_ordering,earring,14190,34.442166666666665,2,earring_small_triangular,17,küpe
adjective_ordering,shorts,6932,34.442166666666665,2,shorts_dry_red,18,pantolon
overinformativeness,lock,12793,34.442166666666665,2,lock_big_silver,19,kilit
overinformativeness,pot,16427,34.442166666666665,2,pot_big_green,20,tava
overinformativeness,lighter,22333,34.442166666666665,2,lighter_big_white,21,çakmak
adjective_ordering,picture,14969,34.442166666666665,2,picture_colored_rectangular,22,fotoğraf çerçevesi
overinformativeness,cat,14755,34.442166666666665,2,cat_big_black,23,kedi
adjective_ordering,cup,19193,34.442166666666665,2,cup_full_metal,24,"
Çay bardağı"
overinformativeness,clock,17018,34.442166666666665,2,clock_big_yellow,25,saat
adjective_ordering,table,17265,34.442166666666665,2,table_metal_high,26,"
tablo"
overinformativeness,umbrella,18017,34.442166666666665,2,umbrella_big_blue,27,şemsiye
overinformativeness,button,19319,34.442166666666665,2,button_big_green,28,buton
adjective_ordering,woman,24938,34.442166666666665,2,woman_young_sad,29,Hanim
overinformativeness,dress,33154,34.442166666666665,2,dress_big_blue,30,üstleri
overinformativeness,mirror,13389,34.442166666666665,2,mirror_big_black,31,ayna
adjective_ordering,bottle,21294,34.442166666666665,2,bottle_plastic_big,32,"
su şişesi"
overinformativeness,lipstick,13885,34.442166666666665,2,lipstick_big_red,33,ruj
overinformativeness,skirt,27013,34.442166666666665,2,skirt_big_green,34,etek
adjective_ordering,earring,15374,34.442166666666665,2,earring_small_round,35,küpe
overinformativeness,binoculars,15167,34.442166666666665,2,binoculars_big_blue,36,"
iki gözlü"
overinformativeness,binoculars,8429,34.442166666666665,2,binoculars_big_red,37,"
iki gözlü"
adjective_ordering,spoon,16024,34.442166666666665,2,spoon_wooden_dirty,38,kaşık
overinformativeness,lighter,12572,34.442166666666665,2,lighter_big_black,39,çakmak
overinformativeness,book,12356,34.442166666666665,2,book_big_red,40,kitap
overinformativeness,clock,11131,34.442166666666665,2,clock_big_purple,41,saat
adjective_ordering,table,10661,34.442166666666665,2,table_wood_high,42,tablo
adjective_ordering,man,12300,34.442166666666665,2,man_young_bald,43,adam
overinformativeness,brush,19367,34.442166666666665,2,brush_big_blue,44,ağrısız fırça
adjective_ordering,hair,11651,34.442166666666665,2,hair_curly_blonde,45,saç
overinformativeness,car,17601,34.442166666666665,2,car_big_green,46,oyuncak araba
overinformativeness,skirt,16499,34.442166666666665,2,skirt_big_blue,47,etek
adjective_ordering,spoon,14967,34.442166666666665,2,spoon_metal_dirty,48,kaşık
overinformativeness,toothbrush,38630,34.442166666666665,2,toothbrush_big_purple,49,diş fırçası
adjective_ordering,man,11366,34.442166666666665,2,man_young_bearded,50,adam
adjective_ordering,cup,13734,34.442166666666665,2,cup_empty_metal,51,Fincan
overinformativeness,chair,13906,34.442166666666665,2,chair_big_blue,52,sandalye
adjective_ordering,box,17350,34.442166666666665,2,box_closed_cardboard,53,karton kutu
adjective_ordering,man,16318,34.442166666666665,2,man_old_bearded,54,yaşlı adam
overinformativeness,rosary,11802,34.442166666666665,2,rosary_big_blue,55,çelenk
adjective_ordering,picture,17188,34.442166666666665,2,picture_bw_rectangular,56,fotoğraf çerçevesi
adjective_ordering,table,10373,34.442166666666665,2,table_wood_low,57,tablo
adjective_ordering,woman,14478,34.442166666666665,2,woman_old_sad,58,yaşlı kadın
adjective_ordering,pencil,13007,34.442166666666665,2,pencil_short_black,59,kalem
overinformativeness,ball,10106,34.442166666666665,2,ball_big_yellow,60,top
adjective_ordering,earring,18202,34.442166666666665,2,earring_big_round,61,küpe
overinformativeness,socks,21433,34.442166666666665,2,socks_big_blue,62,çorap
adjective_ordering,woman,15082,34.442166666666665,2,woman_young_happy,63,"genç kadın
"
overinformativeness,brush,16632,34.442166666666665,2,brush_big_red,64,boya fırçası
overinformativeness,book,13731,34.442166666666665,2,book_big_blue,65,kitap
overinformativeness,apple,10589,34.442166666666665,2,apple_big_green,66,elma
adjective_ordering,shorts,7109,34.442166666666665,2,shorts_dry_green,67,pantolon
adjective_ordering,cup,14906,34.442166666666665,2,cup_empty_glass,68,bardak
overinformativeness,lock,11025,34.442166666666665,2,lock_big_gold,69,kilit
overinformativeness,knife,10549,34.442166666666665,2,knife_big_red,70,bıçak
adjective_ordering,shorts,7924,34.442166666666665,2,shorts_wrinkled_red,71,pantolon
adjective_ordering,shorts,10768,34.442166666666665,2,shorts_wet_red,72,pantolon
overinformativeness,balloon,10832,34.442166666666665,2,balloon_big_pink,73,balon
overinformativeness,tshirt,10836,34.442166666666665,2,tshirt_big_orange,74,tişört
overinformativeness,car,13588,34.442166666666665,2,car_big_blue,75,oyuncak araba
overinformativeness,pants,5785,34.442166666666665,2,pants_big_pink,76,pantolon
overinformativeness,bag,12247,34.442166666666665,2,bag_big_red,77,sırt çantası
overinformativeness,pepper,10637,34.442166666666665,2,pepper_big_red,78,kırmızıbiber
adjective_ordering,picture,17651,34.442166666666665,2,picture_colored_square,79,fotoğraf çerçevesi
adjective_ordering,cup,14236,34.442166666666665,2,cup_full_glass,80,çay bardağı
overinformativeness,dress,11955,34.442166666666665,2,dress_big_green,81,üstleri
overinformativeness,key,27101,34.442166666666665,2,key_big_gold,82,anahtar
overinformativeness,button,5674,34.442166666666665,2,button_big_blue,83,buton
adjective_ordering,table,8865,34.442166666666665,2,table_metal_low,84,tablo
adjective_ordering,picture,14144,34.442166666666665,2,picture_bw_square,85,fotoğraf çerçevesi
overinformativeness,ball,12327,34.442166666666665,2,ball_big_purple,86,top
adjective_ordering,pencil,10054,34.442166666666665,2,pencil_long_blue,87,kalem
adjective_ordering,shorts,7710,34.442166666666665,2,shorts_wet_green,88,pantolon
overinformativeness,flower,12196,34.442166666666665,2,flower_big_pink,89,çiçek
adjective_ordering,hair,11077,34.442166666666665,2,hair_straight_blond,90,saç
overinformativeness,pot,8556,34.442166666666665,2,pot_big_blue,91,tava
overinformativeness,key,10112,34.442166666666665,2,key_big_silver,92,anahtar
overinformativeness,bag,13242,34.442166666666665,2,bag_big_blue,93,sırt çantası
adjective_ordering,box,19712,34.442166666666665,2,box_open_cardboard,94,karton kutu
overinformativeness,pepper,14077,34.442166666666665,2,pepper_big_green,95,kırmızıbiber
adjective_ordering,spoon,15041,34.442166666666665,2,spoon_metal_clean,96,kaşık
adjective_ordering,bottle,12675,34.442166666666665,2,bottle_plastic_small,97,"su şişesi
"
adjective_ordering,earring,12339,34.442166666666665,2,earring_big_triangular,98,küpe
overinformativeness,socks,9761,34.442166666666665,2,socks_big_green,99,çorap
overinformativeness,glove,13407,34.442166666666665,2,glove_big_orange,100,eldiven
adjective_ordering,pencil,13796,34.442166666666665,2,pencil_long_black,101,kalem
adjective_ordering,hair,12280,34.442166666666665,2,hair_straight_brown,102,saç
overinformativeness,shoe,15260,34.442166666666665,2,shoe_big_pink,103,ayakkabı
overinformativeness,glove,11702,34.442166666666665,2,glove_big_green,104,eldiven
adjective_ordering,bottle,10988,34.442166666666665,2,bottle_glass_small,105,şişe
