"slide_number_in_experiment","label","Answer.time_in_minutes","trial_type","rt","workerid","response","object","speaker_cond"
56,"car_big_green",25.9125833333333,"overinformativeness",5692,4,"Car","car","first_post"
57,"pot_big_green",25.9125833333333,"overinformativeness",9910,4,"cookware","pot","first_post"
58,"earring_small_triangular",25.9125833333333,"adjective_ordering",7624,4,"ear rings","earring","first_post"
59,"earring_small_round",25.9125833333333,"adjective_ordering",6643,4,"ear rings","earring","first_post"
60,"balloon_big_yellow",25.9125833333333,"overinformativeness",11405,4,"balloon ","balloon","first_post"
61,"pepper_big_green",25.9125833333333,"overinformativeness",11228,4,"Capsicum ","pepper","first_post"
62,"button_big_blue",25.9125833333333,"overinformativeness",7014,4,"Button ","button","first_post"
63,"bottle_plastic_big",25.9125833333333,"adjective_ordering",6406,4,"Bottle ","bottle","first_post"
64,"flower_big_yellow",25.9125833333333,"overinformativeness",11111,4,"Flower ","flower","first_post"
65,"hat_big_pink",25.9125833333333,"overinformativeness",5088,4,"Cap ","hat","first_post"
66,"button_big_green",25.9125833333333,"overinformativeness",5837,4,"Button ","button","first_post"
67,"bottle_glass_small",25.9125833333333,"adjective_ordering",10743,4,"Glass Bottle ","bottle","first_post"
68,"glasses_big_blue",25.9125833333333,"overinformativeness",5959,4,"Specs ","glasses","first_post"
69,"man_old_bald",25.9125833333333,"adjective_ordering",8820,4,"Grandfather ","man","first_post"
70,"glove_big_green",25.9125833333333,"overinformativeness",16121,4,"Gloves ","glove","first_post"
71,"picture_bw_square",25.9125833333333,"adjective_ordering",6447,4,"Frame ","picture","first_post"
72,"lighter_big_white",25.9125833333333,"overinformativeness",6870,4,"Lighter","lighter","first_post"
73,"pepper_big_red",25.9125833333333,"overinformativeness",9721,4,"Capsicum ","pepper","first_post"
74,"spoon_metal_clean",25.9125833333333,"adjective_ordering",5263,4,"Spoon ","spoon","first_post"
75,"cup_full_glass",25.9125833333333,"adjective_ordering",4608,4,"Tea ","cup","first_post"
76,"woman_old_happy",25.9125833333333,"adjective_ordering",8334,4,"Grandmother","woman","first_post"
77,"flower_big_pink",25.9125833333333,"overinformativeness",5738,4,"Flower ","flower","first_post"
78,"man_old_bearded",25.9125833333333,"adjective_ordering",6247,4,"Grandfather ","man","first_post"
79,"pencil_long_black",25.9125833333333,"adjective_ordering",6398,4,"Pencile ","pencil","first_post"
80,"ball_big_yellow",25.9125833333333,"overinformativeness",5712,4,"Ball","ball","first_post"
81,"key_big_gold",25.9125833333333,"overinformativeness",5686,4,"Key ","key","first_post"
82,"picture_colored_rectangular",25.9125833333333,"adjective_ordering",4967,4,"Frame ","picture","first_post"
83,"key_big_silver",25.9125833333333,"overinformativeness",5650,4,"Key ","key","first_post"
84,"clock_big_purple",25.9125833333333,"overinformativeness",7955,4,"Alam clock ","clock","first_post"
85,"shoe_big_pink",25.9125833333333,"overinformativeness",5247,4,"Shoo ","shoe","first_post"
86,"ball_big_purple",25.9125833333333,"overinformativeness",5444,4,"Ball","ball","first_post"
87,"lock_big_gold",25.9125833333333,"overinformativeness",5212,4,"Lock ","lock","first_post"
88,"scissors_big_green",25.9125833333333,"overinformativeness",88388,4,"scissor","scissors","first_post"
89,"shoe_big_yellow",25.9125833333333,"overinformativeness",7525,4,"Shoo","shoe","first_post"
90,"woman_old_sad",25.9125833333333,"adjective_ordering",14326,4,"Human face","woman","first_post"
91,"brush_big_red",25.9125833333333,"overinformativeness",6230,4,"Brush","brush","first_post"
92,"glove_big_orange",25.9125833333333,"overinformativeness",5129,4,"Glove","glove","first_post"
93,"knife_big_red",25.9125833333333,"overinformativeness",5749,4,"Knife ","knife","first_post"
94,"book_big_red",25.9125833333333,"overinformativeness",4462,4,"Book","book","first_post"
95,"skirt_big_blue",25.9125833333333,"overinformativeness",7516,4,"Froge","skirt","first_post"
96,"box_open_wood",25.9125833333333,"adjective_ordering",12111,4,"Woden box","box","first_post"
97,"cat_big_white",25.9125833333333,"overinformativeness",4191,4,"cat","cat","first_post"
98,"binoculars_big_blue",25.9125833333333,"overinformativeness",11743,4,"telescope","binoculars","first_post"
99,"shorts_wrinkled_green",25.9125833333333,"adjective_ordering",6177,4,"Trouser","shorts","first_post"
100,"cup_full_metal",25.9125833333333,"adjective_ordering",7641,4,"Mug","cup","first_post"
101,"box_open_cardboard",25.9125833333333,"adjective_ordering",7304,4,"cartoon box","box","first_post"
102,"pot_big_blue",25.9125833333333,"overinformativeness",8580,4,"Vesicles ","pot","first_post"
103,"lipstick_big_pink",25.9125833333333,"overinformativeness",17516,4,"lipstick ","lipstick","first_post"
104,"table_wood_high",25.9125833333333,"adjective_ordering",10315,4,"table","table","first_post"
105,"hat_big_orange",25.9125833333333,"overinformativeness",5185,4,"hat","hat","first_post"
106,"shorts_wet_green",25.9125833333333,"adjective_ordering",118416,4,"shots","shorts","first_post"
107,"book_big_blue",25.9125833333333,"overinformativeness",5793,4,"book","book","first_post"
108,"hair_straight_brown",25.9125833333333,"adjective_ordering",3947,4,"hair","hair","first_post"
109,"socks_big_green",25.9125833333333,"overinformativeness",5294,4,"socks","socks","first_post"
110,"binoculars_big_red",25.9125833333333,"overinformativeness",8562,4,"binacular","binoculars","first_post"
111,"woman_young_sad",25.9125833333333,"adjective_ordering",30742,4,"human face","woman","first_post"
112,"mirror_big_black",25.9125833333333,"overinformativeness",55588,4,"bottle opener","mirror","first_post"
113,"glasses_big_red",25.9125833333333,"overinformativeness",10221,4,"spectacle","glasses","first_post"
114,"cup_empty_glass",25.9125833333333,"adjective_ordering",113326,4,"glass","cup","first_post"
115,"skirt_big_green",25.9125833333333,"overinformativeness",7350,4,"skirt","skirt","first_post"
116,"man_young_bearded",25.9125833333333,"adjective_ordering",14613,4,"human face","man","first_post"
117,"picture_colored_square",25.9125833333333,"adjective_ordering",9436,4,"photo frame","picture","first_post"
118,"picture_bw_rectangular",25.9125833333333,"adjective_ordering",10810,4,"photo frame","picture","first_post"
119,"cat_big_black",25.9125833333333,"overinformativeness",27090,4,"black cat","cat","first_post"
120,"bottle_glass_big",25.9125833333333,"adjective_ordering",5480,4,"bottle","bottle","first_post"
121,"box_closed_wood",25.9125833333333,"adjective_ordering",4273,4,"box","box","first_post"
122,"lipstick_big_red",25.9125833333333,"overinformativeness",5946,4,"lipstick","lipstick","first_post"
1,"",26.72445,"bot_check",0,5,"Melis","Melis","first_post"
3,"umbrella_big_green",26.72445,"overinformativeness",24835,5,"Umbrella","umbrella","first_post"
4,"picture_colored_rectangular",26.72445,"adjective_ordering",22681,5,"Frame","picture","first_post"
5,"hair_straight_blond",26.72445,"adjective_ordering",12248,5,"Grey hair","hair","first_post"
6,"lipstick_big_red",26.72445,"overinformativeness",9032,5,"Lipstick","lipstick","first_post"
7,"lock_big_gold",26.72445,"overinformativeness",53095,5,"Lock","lock","first_post"
8,"binoculars_big_red",26.72445,"overinformativeness",49592,5,"binocular","binoculars","first_post"
9,"flower_big_yellow",26.72445,"overinformativeness",7475,5,"Flower","flower","first_post"
10,"table_metal_low",26.72445,"adjective_ordering",10373,5,"Table","table","first_post"
11,"glove_big_green",26.72445,"overinformativeness",11116,5,"Green hand","glove","first_post"
12,"tshirt_big_orange",26.72445,"overinformativeness",31168,5,"T-Shirt","tshirt","first_post"
13,"earring_big_round",26.72445,"adjective_ordering",10764,5,"Ear ring","earring","first_post"
14,"pants_big_green",26.72445,"overinformativeness",14312,5,"Green jean","pants","first_post"
15,"key_big_silver",26.72445,"overinformativeness",6188,5,"Key","key","first_post"
16,"box_open_cardboard",26.72445,"adjective_ordering",6676,5,"Box","box","first_post"
17,"table_wood_low",26.72445,"adjective_ordering",8379,5,"Table","table","first_post"
18,"shoe_big_pink",26.72445,"overinformativeness",7268,5,"Shoe","shoe","first_post"
19,"hair_straight_brown",26.72445,"adjective_ordering",5007,5,"Hair","hair","first_post"
20,"brush_big_red",26.72445,"overinformativeness",6253,5,"Brush","brush","first_post"
21,"glove_big_orange",26.72445,"overinformativeness",8736,5,"Hand","glove","first_post"
22,"socks_big_green",26.72445,"overinformativeness",9288,5,"Socks","socks","first_post"
23,"bottle_glass_big",26.72445,"adjective_ordering",9152,5,"Bottle","bottle","first_post"
24,"clock_big_yellow",26.72445,"overinformativeness",40324,5,"clock","clock","first_post"
25,"car_big_green",26.72445,"overinformativeness",8208,5,"Car","car","first_post"
26,"cup_empty_metal",26.72445,"adjective_ordering",7148,5,"Cup","cup","first_post"
27,"man_young_bearded",26.72445,"adjective_ordering",6388,5,"Face","man","first_post"
28,"woman_young_happy",26.72445,"adjective_ordering",10084,5,"women","woman","first_post"
29,"pencil_long_black",26.72445,"adjective_ordering",6112,5,"Pencil","pencil","first_post"
30,"rosary_big_blue",26.72445,"overinformativeness",7808,5,"Chain","rosary","first_post"
31,"brush_big_blue",26.72445,"overinformativeness",6096,5,"Brush","brush","first_post"
32,"shorts_wrinkled_green",26.72445,"adjective_ordering",8559,5,"Shorts","shorts","first_post"
33,"lighter_big_black",26.72445,"overinformativeness",7769,5,"Lighter","lighter","first_post"
34,"shorts_wet_red",26.72445,"adjective_ordering",16820,5,"Shorts","shorts","first_post"
35,"pepper_big_red",26.72445,"overinformativeness",11052,5,"Tomato","pepper","first_post"
36,"knife_big_red",26.72445,"overinformativeness",6920,5,"Knife","knife","first_post"
37,"button_big_green",26.72445,"overinformativeness",7924,5,"Button","button","first_post"
38,"skirt_big_blue",26.72445,"overinformativeness",9380,5,"Skirt","skirt","first_post"
39,"clock_big_purple",26.72445,"overinformativeness",12832,5,"Clock","clock","first_post"
40,"glasses_big_blue",26.72445,"overinformativeness",8733,5,"Glass","glasses","first_post"
41,"mirror_big_white",26.72445,"overinformativeness",31531,5,"Hand Mirror","mirror","first_post"
42,"man_old_bald",26.72445,"adjective_ordering",6668,5,"Man","man","first_post"
43,"balloon_big_yellow",26.72445,"overinformativeness",42144,5,"Ballon","balloon","first_post"
44,"dress_big_blue",26.72445,"overinformativeness",6188,5,"Top","dress","first_post"
45,"spoon_metal_dirty",26.72445,"adjective_ordering",5800,5,"Spoon","spoon","first_post"
46,"umbrella_big_blue",26.72445,"overinformativeness",9392,5,"Umbrella","umbrella","first_post"
47,"earring_big_triangular",26.72445,"adjective_ordering",7144,5,"Earring","earring","first_post"
48,"spoon_wooden_clean",26.72445,"adjective_ordering",5368,5,"Spoon","spoon","first_post"
49,"socks_big_blue",26.72445,"overinformativeness",7124,5,"Socks","socks","first_post"
50,"dress_big_green",26.72445,"overinformativeness",7787,5,"Top","dress","first_post"
51,"cup_full_glass",26.72445,"adjective_ordering",6452,5,"Tea","cup","first_post"
52,"binoculars_big_blue",26.72445,"overinformativeness",14239,5,"Binocular","binoculars","first_post"
53,"skirt_big_green",26.72445,"overinformativeness",7288,5,"Skirt","skirt","first_post"
54,"cup_full_metal",26.72445,"adjective_ordering",12572,5,"Tea","cup","first_post"
55,"earring_small_triangular",26.72445,"adjective_ordering",8856,5,"Earring","earring","first_post"
56,"hair_curly_brown",26.72445,"adjective_ordering",10932,5,"Hair","hair","first_post"
57,"ball_big_yellow",26.72445,"overinformativeness",5624,5,"Ball","ball","first_post"
58,"pencil_short_blue",26.72445,"adjective_ordering",6028,5,"Pencil","pencil","first_post"
59,"earring_small_round",26.72445,"adjective_ordering",11184,5,"Earring","earring","first_post"
60,"box_open_wood",26.72445,"adjective_ordering",4760,5,"Box","box","first_post"
61,"pot_big_green",26.72445,"overinformativeness",8304,5,"Cooker","pot","first_post"
62,"pencil_short_black",26.72445,"adjective_ordering",5612,5,"Pencil","pencil","first_post"
63,"car_big_blue",26.72445,"overinformativeness",7004,5,"Car","car","first_post"
64,"shorts_wrinkled_red",26.72445,"adjective_ordering",12915,5,"Shorts","shorts","first_post"
65,"pants_big_pink",26.72445,"overinformativeness",6348,5,"Jeans","pants","first_post"
66,"hat_big_orange",26.72445,"overinformativeness",6076,5,"Hat","hat","first_post"
67,"hat_big_pink",26.72445,"overinformativeness",5688,5,"Hat","hat","first_post"
68,"key_big_gold",26.72445,"overinformativeness",8408,5,"Key","key","first_post"
69,"picture_bw_square",26.72445,"adjective_ordering",7179,5,"Frame","picture","first_post"
70,"lock_big_silver",26.72445,"overinformativeness",5520,5,"Lock","lock","first_post"
71,"tie_big_red",26.72445,"overinformativeness",5088,5,"Tie","tie","first_post"
72,"cat_big_white",26.72445,"overinformativeness",4464,5,"Cat","cat","first_post"
73,"shorts_wet_green",26.72445,"adjective_ordering",7976,5,"Shorts","shorts","first_post"
74,"toothbrush_big_purple",26.72445,"overinformativeness",8036,5,"Brush","toothbrush","first_post"
75,"table_wood_high",26.72445,"adjective_ordering",13313,5,"Table","table","first_post"
76,"scissors_big_blue",26.72445,"overinformativeness",10275,5,"Scissors","scissors","first_post"
77,"tie_big_blue",26.72445,"overinformativeness",5096,5,"Tie","tie","first_post"
78,"knife_big_blue",26.72445,"overinformativeness",8744,5,"Knife","knife","first_post"
79,"shoe_big_yellow",26.72445,"overinformativeness",5424,5,"Shoe","shoe","first_post"
80,"spoon_metal_clean",26.72445,"adjective_ordering",5448,5,"Spoon","spoon","first_post"
81,"hair_curly_blonde",26.72445,"adjective_ordering",7919,5,"Hair","hair","first_post"
82,"pot_big_blue",26.72445,"overinformativeness",6280,5,"Cooker","pot","first_post"
83,"flower_big_pink",26.72445,"overinformativeness",6628,5,"Flower","flower","first_post"
84,"scissors_big_green",26.72445,"overinformativeness",7687,5,"Scissor","scissors","first_post"
85,"cat_big_black",26.72445,"overinformativeness",4889,5,"Cat","cat","first_post"
86,"box_closed_cardboard",26.72445,"adjective_ordering",6572,5,"Box","box","first_post"
87,"picture_colored_square",26.72445,"adjective_ordering",10224,5,"Frame","picture","first_post"
88,"man_old_bearded",26.72445,"adjective_ordering",26652,5,"Men","man","first_post"
89,"button_big_blue",26.72445,"overinformativeness",5149,5,"Button","button","first_post"
90,"bag_big_red",26.72445,"overinformativeness",7651,5,"Bag","bag","first_post"
91,"apple_big_red",26.72445,"overinformativeness",6700,5,"Apple","apple","first_post"
92,"book_big_red",26.72445,"overinformativeness",6307,5,"Book","book","first_post"
93,"ball_big_purple",26.72445,"overinformativeness",5121,5,"Ball","ball","first_post"
94,"cup_empty_glass",26.72445,"adjective_ordering",6515,5,"Glass","cup","first_post"
95,"chair_big_blue",26.72445,"overinformativeness",5701,5,"Chair","chair","first_post"
96,"table_metal_high",26.72445,"adjective_ordering",11804,5,"Table","table","first_post"
97,"bottle_plastic_small",26.72445,"adjective_ordering",6779,5,"Bottle","bottle","first_post"
98,"tshirt_big_yellow",26.72445,"overinformativeness",10004,5,"t-Shirt","tshirt","first_post"
99,"pepper_big_green",26.72445,"overinformativeness",13736,5,"Tomato","pepper","first_post"
100,"picture_bw_rectangular",26.72445,"adjective_ordering",5971,5,"Frame","picture","first_post"
101,"glasses_big_red",26.72445,"overinformativeness",11456,5,"Glass","glasses","first_post"
102,"lighter_big_white",26.72445,"overinformativeness",5280,5,"Lighter","lighter","first_post"
103,"bottle_glass_small",26.72445,"adjective_ordering",5532,5,"Bottle","bottle","first_post"
104,"rosary_big_yellow",26.72445,"overinformativeness",5440,5,"Chain","rosary","first_post"
105,"bag_big_blue",26.72445,"overinformativeness",7052,5,"Bag","bag","first_post"
106,"lipstick_big_pink",26.72445,"overinformativeness",8272,5,"Lipstick","lipstick","first_post"
107,"woman_old_sad",26.72445,"adjective_ordering",7952,5,"Women","woman","first_post"
108,"shorts_dry_red",26.72445,"adjective_ordering",5791,5,"Shorts","shorts","first_post"
109,"chair_big_yellow",26.72445,"overinformativeness",6836,5,"Chair","chair","first_post"
110,"spoon_wooden_dirty",26.72445,"adjective_ordering",5884,5,"Spoon","spoon","first_post"
111,"bottle_plastic_big",26.72445,"adjective_ordering",5000,5,"Bottle","bottle","first_post"
112,"book_big_blue",26.72445,"overinformativeness",5199,5,"Book","book","first_post"
113,"mirror_big_black",26.72445,"overinformativeness",10085,5,"Hand Mirror","mirror","first_post"
114,"woman_old_happy",26.72445,"adjective_ordering",6395,5,"Women","woman","first_post"
115,"apple_big_green",26.72445,"overinformativeness",13673,5,"Fruit","apple","first_post"
116,"pencil_long_blue",26.72445,"adjective_ordering",6076,5,"Pencil","pencil","first_post"
117,"box_closed_wood",26.72445,"adjective_ordering",5912,5,"Box","box","first_post"
118,"man_young_bald",26.72445,"adjective_ordering",5648,5,"Men","man","first_post"
119,"shorts_dry_green",26.72445,"adjective_ordering",7012,5,"Shorts","shorts","first_post"
120,"toothbrush_big_green",26.72445,"overinformativeness",6604,5,"Brush","toothbrush","first_post"
121,"balloon_big_pink",26.72445,"overinformativeness",13008,5,"Ballon","balloon","first_post"
122,"woman_young_sad",26.72445,"adjective_ordering",9232,5,"Women","woman","first_post"
1,"",7.21366666666667,"bot_check",0,6,"Deniz","Deniz","first_post"
3,"shorts_wrinkled_red",7.21366666666667,"adjective_ordering",11053,6,"jetty","shorts","first_post"
4,"button_big_blue",7.21366666666667,"overinformativeness",7944,6,"botton","button","first_post"
5,"skirt_big_green",7.21366666666667,"overinformativeness",3274,6,"hfgh","skirt","first_post"
6,"lipstick_big_pink",7.21366666666667,"overinformativeness",9472,6,"lift","lipstick","first_post"
7,"pot_big_green",7.21366666666667,"overinformativeness",5969,6,"coocer","pot","first_post"
8,"scissors_big_blue",7.21366666666667,"overinformativeness",8238,6,"nice","scissors","first_post"
9,"key_big_silver",7.21366666666667,"overinformativeness",2647,6,"nice","key","first_post"
10,"ball_big_purple",7.21366666666667,"overinformativeness",1548,6,"nice","ball","first_post"
11,"shoe_big_pink",7.21366666666667,"overinformativeness",1548,6,"nice","shoe","first_post"
12,"chair_big_yellow",7.21366666666667,"overinformativeness",1333,6,"nice","chair","first_post"
13,"umbrella_big_green",7.21366666666667,"overinformativeness",1944,6,"nice","umbrella","first_post"
14,"table_wood_high",7.21366666666667,"adjective_ordering",1289,6,"nice","table","first_post"
15,"cat_big_black",7.21366666666667,"overinformativeness",2652,6,"nicenice","cat","first_post"
16,"pepper_big_green",7.21366666666667,"overinformativeness",1206,6,"nice","pepper","first_post"
17,"cup_empty_metal",7.21366666666667,"adjective_ordering",1478,6,"nice","cup","first_post"
18,"box_closed_cardboard",7.21366666666667,"adjective_ordering",1195,6,"nice","box","first_post"
19,"picture_colored_rectangular",7.21366666666667,"adjective_ordering",1146,6,"nice","picture","first_post"
20,"pencil_short_blue",7.21366666666667,"adjective_ordering",1196,6,"nice","pencil","first_post"
21,"woman_old_sad",7.21366666666667,"adjective_ordering",2808,6,"nice","woman","first_post"
22,"binoculars_big_blue",7.21366666666667,"overinformativeness",1610,6,"nice","binoculars","first_post"
23,"box_open_cardboard",7.21366666666667,"adjective_ordering",3018,6,"nice","box","first_post"
24,"socks_big_green",7.21366666666667,"overinformativeness",1093,6,"nice","socks","first_post"
25,"pot_big_blue",7.21366666666667,"overinformativeness",1531,6,"nice","pot","first_post"
26,"car_big_green",7.21366666666667,"overinformativeness",1160,6,"nice","car","first_post"
27,"shoe_big_yellow",7.21366666666667,"overinformativeness",2150,6,"nice","shoe","first_post"
28,"pants_big_green",7.21366666666667,"overinformativeness",1248,6,"nice","pants","first_post"
29,"bottle_glass_big",7.21366666666667,"adjective_ordering",938,6,"nice","bottle","first_post"
30,"balloon_big_pink",7.21366666666667,"overinformativeness",1712,6,"nice","balloon","first_post"
31,"glove_big_orange",7.21366666666667,"overinformativeness",1100,6,"nice","glove","first_post"
32,"dress_big_blue",7.21366666666667,"overinformativeness",1120,6,"nice","dress","first_post"
33,"table_wood_low",7.21366666666667,"adjective_ordering",1670,6,"nice","table","first_post"
34,"pencil_long_black",7.21366666666667,"adjective_ordering",1107,6,"nice","pencil","first_post"
35,"hair_curly_blonde",7.21366666666667,"adjective_ordering",1277,6,"nice","hair","first_post"
36,"bottle_plastic_big",7.21366666666667,"adjective_ordering",986,6,"nice","bottle","first_post"
37,"woman_old_happy",7.21366666666667,"adjective_ordering",1244,6,"nice","woman","first_post"
38,"book_big_blue",7.21366666666667,"overinformativeness",1097,6,"nice","book","first_post"
39,"hat_big_pink",7.21366666666667,"overinformativeness",961,6,"nice","hat","first_post"
40,"spoon_metal_dirty",7.21366666666667,"adjective_ordering",1168,6,"nice","spoon","first_post"
41,"mirror_big_white",7.21366666666667,"overinformativeness",1086,6,"nice","mirror","first_post"
42,"earring_small_round",7.21366666666667,"adjective_ordering",1053,6,"nice","earring","first_post"
43,"earring_big_round",7.21366666666667,"adjective_ordering",1052,6,"nice","earring","first_post"
44,"bottle_glass_small",7.21366666666667,"adjective_ordering",900,6,"nice","bottle","first_post"
45,"mirror_big_black",7.21366666666667,"overinformativeness",897,6,"nice","mirror","first_post"
46,"balloon_big_yellow",7.21366666666667,"overinformativeness",1527,6,"nice","balloon","first_post"
47,"hair_curly_brown",7.21366666666667,"adjective_ordering",1068,6,"nice","hair","first_post"
48,"glove_big_green",7.21366666666667,"overinformativeness",2234,6,"nice","glove","first_post"
49,"lipstick_big_red",7.21366666666667,"overinformativeness",1176,6,"nice","lipstick","first_post"
50,"glasses_big_red",7.21366666666667,"overinformativeness",947,6,"nice","glasses","first_post"
51,"shorts_wet_green",7.21366666666667,"adjective_ordering",1263,6,"nice","shorts","first_post"
52,"scissors_big_green",7.21366666666667,"overinformativeness",935,6,"nice","scissors","first_post"
53,"glasses_big_blue",7.21366666666667,"overinformativeness",1263,6,"nice","glasses","first_post"
54,"picture_bw_square",7.21366666666667,"adjective_ordering",1156,6,"nice","picture","first_post"
55,"box_closed_wood",7.21366666666667,"adjective_ordering",906,6,"nice","box","first_post"
56,"brush_big_red",7.21366666666667,"overinformativeness",3520,6,"nice","brush","first_post"
57,"cup_empty_glass",7.21366666666667,"adjective_ordering",1109,6,"nice","cup","first_post"
58,"clock_big_yellow",7.21366666666667,"overinformativeness",930,6,"nice","clock","first_post"
59,"shorts_dry_red",7.21366666666667,"adjective_ordering",1030,6,"nice","shorts","first_post"
60,"woman_young_sad",7.21366666666667,"adjective_ordering",1014,6,"nice","woman","first_post"
61,"picture_colored_square",7.21366666666667,"adjective_ordering",1158,6,"nice","picture","first_post"
62,"shorts_wet_red",7.21366666666667,"adjective_ordering",959,6,"nice","shorts","first_post"
63,"apple_big_red",7.21366666666667,"overinformativeness",2873,6,"nice","apple","first_post"
64,"dress_big_green",7.21366666666667,"overinformativeness",1944,6,"nice","dress","first_post"
65,"box_open_wood",7.21366666666667,"adjective_ordering",1082,6,"nice","box","first_post"
66,"woman_young_happy",7.21366666666667,"adjective_ordering",761,6,"nice","woman","first_post"
67,"rosary_big_yellow",7.21366666666667,"overinformativeness",1068,6,"nice","rosary","first_post"
68,"binoculars_big_red",7.21366666666667,"overinformativeness",2574,6,"nice","binoculars","first_post"
69,"shorts_dry_green",7.21366666666667,"adjective_ordering",2690,6,"nice","shorts","first_post"
70,"lighter_big_black",7.21366666666667,"overinformativeness",2260,6,"nice","lighter","first_post"
71,"umbrella_big_blue",7.21366666666667,"overinformativeness",1203,6,"nice","umbrella","first_post"
72,"table_metal_high",7.21366666666667,"adjective_ordering",961,6,"nice","table","first_post"
73,"lock_big_silver",7.21366666666667,"overinformativeness",1361,6,"nice","lock","first_post"
74,"toothbrush_big_green",7.21366666666667,"overinformativeness",953,6,"nice","toothbrush","first_post"
75,"pencil_long_blue",7.21366666666667,"adjective_ordering",946,6,"nice","pencil","first_post"
76,"key_big_gold",7.21366666666667,"overinformativeness",1028,6,"nice","key","first_post"
77,"pants_big_pink",7.21366666666667,"overinformativeness",979,6,"nice","pants","first_post"
78,"toothbrush_big_purple",7.21366666666667,"overinformativeness",945,6,"nice","toothbrush","first_post"
79,"ball_big_yellow",7.21366666666667,"overinformativeness",878,6,"nice","ball","first_post"
80,"hair_straight_blond",7.21366666666667,"adjective_ordering",897,6,"nice","hair","first_post"
81,"tie_big_red",7.21366666666667,"overinformativeness",899,6,"nice","tie","first_post"
82,"apple_big_green",7.21366666666667,"overinformativeness",854,6,"nice","apple","first_post"
83,"pepper_big_red",7.21366666666667,"overinformativeness",911,6,"nice","pepper","first_post"
84,"spoon_metal_clean",7.21366666666667,"adjective_ordering",951,6,"nice","spoon","first_post"
85,"lock_big_gold",7.21366666666667,"overinformativeness",862,6,"nice","lock","first_post"
86,"table_metal_low",7.21366666666667,"adjective_ordering",863,6,"nice","table","first_post"
87,"spoon_wooden_dirty",7.21366666666667,"adjective_ordering",956,6,"nice","spoon","first_post"
88,"knife_big_blue",7.21366666666667,"overinformativeness",896,6,"nice","knife","first_post"
89,"clock_big_purple",7.21366666666667,"overinformativeness",2396,6,"nicenice","clock","first_post"
90,"tshirt_big_orange",7.21366666666667,"overinformativeness",1161,6,"nice","tshirt","first_post"
91,"skirt_big_blue",7.21366666666667,"overinformativeness",1084,6,"nice","skirt","first_post"
92,"bag_big_blue",7.21366666666667,"overinformativeness",1010,6,"nice","bag","first_post"
93,"brush_big_blue",7.21366666666667,"overinformativeness",1098,6,"nice","brush","first_post"
94,"cat_big_white",7.21366666666667,"overinformativeness",879,6,"nice","cat","first_post"
95,"book_big_red",7.21366666666667,"overinformativeness",980,6,"nice","book","first_post"
96,"cup_full_metal",7.21366666666667,"adjective_ordering",3274,6,"nice","cup","first_post"
97,"earring_small_triangular",7.21366666666667,"adjective_ordering",873,6,"nice","earring","first_post"
98,"flower_big_pink",7.21366666666667,"overinformativeness",1954,6,"nice","flower","first_post"
99,"tshirt_big_yellow",7.21366666666667,"overinformativeness",2737,6,"nice","tshirt","first_post"
100,"man_old_bald",7.21366666666667,"adjective_ordering",1657,6,"nice","man","first_post"
101,"button_big_green",7.21366666666667,"overinformativeness",1146,6,"nice","button","first_post"
102,"bottle_plastic_small",7.21366666666667,"adjective_ordering",2150,6,"nicenice","bottle","first_post"
103,"hair_straight_brown",7.21366666666667,"adjective_ordering",1139,6,"nice","hair","first_post"
104,"flower_big_yellow",7.21366666666667,"overinformativeness",2421,6,"nice","flower","first_post"
105,"rosary_big_blue",7.21366666666667,"overinformativeness",778,6,"nice","rosary","first_post"
106,"car_big_blue",7.21366666666667,"overinformativeness",906,6,"nice","car","first_post"
107,"cup_full_glass",7.21366666666667,"adjective_ordering",1244,6,"nice","cup","first_post"
108,"bag_big_red",7.21366666666667,"overinformativeness",991,6,"nice","bag","first_post"
109,"lighter_big_white",7.21366666666667,"overinformativeness",952,6,"nice","lighter","first_post"
110,"spoon_wooden_clean",7.21366666666667,"adjective_ordering",936,6,"nice","spoon","first_post"
111,"socks_big_blue",7.21366666666667,"overinformativeness",1711,6,"nice","socks","first_post"
112,"knife_big_red",7.21366666666667,"overinformativeness",928,6,"nice","knife","first_post"
113,"hat_big_orange",7.21366666666667,"overinformativeness",900,6,"nice","hat","first_post"
114,"man_young_bald",7.21366666666667,"adjective_ordering",2389,6,"nice","man","first_post"
115,"man_young_bearded",7.21366666666667,"adjective_ordering",1175,6,"nice","man","first_post"
116,"chair_big_blue",7.21366666666667,"overinformativeness",1288,6,"nice","chair","first_post"
117,"earring_big_triangular",7.21366666666667,"adjective_ordering",2126,6,"nice","earring","first_post"
118,"shorts_wrinkled_green",7.21366666666667,"adjective_ordering",985,6,"nice","shorts","first_post"
119,"man_old_bearded",7.21366666666667,"adjective_ordering",2500,6,"nice","man","first_post"
120,"pencil_short_black",7.21366666666667,"adjective_ordering",1109,6,"nice","pencil","first_post"
121,"tie_big_blue",7.21366666666667,"overinformativeness",1066,6,"nice","tie","first_post"
122,"picture_bw_rectangular",7.21366666666667,"adjective_ordering",2391,6,"nice","picture","first_post"
1,"",12.3458333333333,"bot_check",0,7,"Zenep","Zeynep","second_post"
1,"",12.3458333333333,"bot_check",0,7,"Zeynep","Zeynep","second_post"
3,"book_big_blue",12.3458333333333,"overinformativeness",71266,7,"kitap","book","second_post"
